HUC_12,pCanopy
101201060201,8.32373312632
101201060202,0.0146708734597
101201060203,3.17170019473
101201060204,3.56502984502
101201060205,0.696720250297
101201060206,7.86597005928
101201060207,7.24728178224
101201060208,5.33829918813
101201060209,0.104545623628
101201060301,0.00247982447155
101201060302,0.00826153418566
101201060303,0.0555866247233
101201060304,0.00716232919623
101201060401,23.4807458535
101201060402,26.6295837274
101201060403,32.1416984402
101201060404,14.5930609355
101201060405,12.1760015458
101201060406,8.10370401233
101201060407,8.68759469879
101201060501,0.00508521273665
101201060502,0.000988562704908
101201060503,0.000361889311786
101201060504,0.000314283559198
101201060505,0.00230759888264
101201060506,0.00528032426099
101201060507,0.00172381662318
101201060508,0.00855473051187
101201060509,0.0814847282951
101201070101,0.177776343808
101201070102,4.42448546902
101201070103,0.0383767167715
101201070104,7.75114715814
101201070105,0.0496499848551
101201070106,0.0011479431375
101201070107,0.198820416959
101201070201,11.0858653891
101201070202,3.80324777098
101201070203,11.1421608059
101201070204,13.6670647432
101201070205,0.000117138692212
101201070301,0.00162679283017
101201070302,0.000169673277138
101201070303,0.0
101201070304,0.000447550024543
101201070305,0.00270026228662
101201070306,0.0067175086194
101201070307,1.25068144044
101201070308,3.99253331133
101201070401,27.5898170631
101201070402,21.7499940755
101201070403,23.5685531973
101201070404,2.34264587653
101201070405,10.9363381429
101201070406,25.0861308309
101201070407,3.18761497626
101201070501,9.84483958742
101201070502,10.7989085083
101201070503,10.6408089776
101201070504,5.65348699764
101201070505,13.7554003868
101201080101,5.75053551317
101201080102,1.93741649339
101201080103,0.00998894049989
101201080104,2.72756546232
101201080105,1.09853196044
101201080106,0.848910257646
101201080107,0.464943742937
101201080108,0.266083270664
101201080201,3.65712797127
101201080202,1.2191744039
101201080203,0.315317107677
101201080204,0.0121136199545
101201080205,0.00315800554405
101201080206,0.00193713340352
101201080301,0.00274528431002
101201080302,0.026743604131
101201080303,0.00546218487395
101201080304,0.0048742802074
101201080305,0.0328760084271
101201080306,0.0237394224897
101201080307,0.00351416433368
101201080308,0.0291753498065
101201080309,0.330335103598
101201090101,27.4215260874
101201090102,20.3475767063
101201090103,12.886632848
101201090104,17.2465551664
101201090105,14.0156832616
101201090201,35.1487343938
101201090202,18.9039996754
101201090203,14.9108948254
101201090204,4.74454550328
101201090301,2.60806451613
101201090302,0.128779667352
101201090303,4.71744237322
101201090304,0.262645228098
101201090305,0.70505556234
101201090401,25.3013591364
101201090402,7.61221514202
101201090403,4.87487725161
101201090404,0.0641353337038
101201090501,0.0014648391055
101201090502,0.135871867734
101201090503,0.111851406471
101201090504,0.314638981636
101201090505,0.13856537013
101201090506,0.377186221072
101201090507,0.315196505239
101201090601,20.1594350368
101201090602,25.8940295318
101201090603,37.4554694383
101201090604,12.1253699129
101201090605,7.98236085083
101201090606,0.0547046230695
101201090607,0.145878276231
101201090608,0.386263968295
101201090701,0.540857138577
101201090702,0.756261278146
101201090703,0.78395491839
101201090704,0.635292399529
101201090801,40.0852333507
101201090802,41.1847847958
101201090803,19.0562068472
101201090804,35.2160190595
101201090805,19.0684405584
101201090806,3.50530051665
101201090807,1.30059251789
101201090808,0.104507934597
101201090809,0.660545002124
101201090901,24.2011339353
101201090902,25.4940826786
101201090903,32.2547152603
101201090904,37.7804750104
101201090905,34.5410802673
101201090906,15.0813852814
101201091001,0.749364563844
101201091002,0.0152792921089
101201091003,0.0456474030724
101201091004,0.26951181371
101201091101,0.856623548697
101201091102,0.632071705919
101201091103,0.869778965266
101201091104,0.28191282906
101201091105,0.376114785663
101201100101,34.8894249306
101201100102,37.3620850794
101201100103,34.6845182857
101201100104,36.2473119282
101201100105,31.2736758959
101201100106,18.5208862349
101201100107,30.1696222233
101201100108,28.5469455205
101201100109,20.9136486796
101201100110,44.5729725611
101201100201,37.5264220728
101201100202,13.0810812919
101201100203,0.0792333343853
101201100204,1.08480225065
101201100301,0.038457371899
101201100302,0.0544467539806
101201100303,0.138550257224
101201100304,0.219673415428
101201100305,0.132950468717
101201110101,0.306231360854
101201110102,0.502652639151
101201110103,0.154163076527
101201110104,1.39760617019
101201110201,0.488478362169
101201110202,0.308995657
101201110203,0.174936530829
101201110204,0.0738813926983
101201110205,0.718439303899
101201110301,33.8450739161
101201110302,38.5846030473
101201110303,43.7089864728
101201110304,44.4283139212
101201110305,23.3235313704
101201110306,0.875356067858
101201110401,0.00183867376958
101201110402,0.000384725169713
101201110403,0.00384109536543
101201110404,0.0081479301994
101201110405,0.0256696333518
101201110406,0.195007365887
101201110501,0.243491457129
101201110502,0.807186651618
101201110503,0.146809328171
101201110504,1.96471341507
101201110505,1.38595196184
101201110506,0.197237778621
101201110507,0.926690287468
101201110508,1.38259062572
101201110601,42.9310834367
101201110602,33.0504330518
101201110603,33.1153846154
101201110604,11.308411976
101201110605,12.763404359
101201110606,2.47097877343
101201110701,0.00332502675103
101201110702,0.00020478407095
101201110703,0.0019192842732
101201110704,0.000477404153416
101201110801,0.0110268082954
101201110802,0.00207158568286
101201110803,0.00407909014186
101201110804,0.0829076812425
101201110805,0.0663572159417
101201110806,0.374337863607
101201110807,0.726197993064
101201110901,1.48331791318
101201110902,3.64319589624
101201110903,1.4657795504
101201110904,1.97913643603
101201120101,0.0599923179935
101201120102,0.155069723052
101201120103,0.162328295941
101201120104,0.437703664964
101201120105,2.88453552753
101201120201,0.760488460236
101201120202,0.489341676025
101201120203,0.451084643298
101201120204,2.06017568716
101201120205,1.70259299496
101201120206,0.221816497261
101201120207,1.01684071772
101201120208,1.90538264261
101201120301,0.140465483235
101201120302,1.01322316588
101201120303,0.622489565431
101201120401,0.0303075861825
101201120402,1.86919912174
101201120501,0.00847205899446
101201120502,0.29278045332
101201120503,1.8057902115
101201120601,1.3050999544
101201120602,1.22716174222
101201120603,2.51279016989
101201120604,1.72823010531
101201120605,1.26314870932
101201120606,1.34781741481
101201120701,0.0556614471494
101201120702,0.348710515307
101201120703,0.698879934435
101201120704,1.03483239153
101201120705,2.08388440586
101201120801,0.0105911353135
101201120802,0.00770895511832
101201120803,0.272357923162
101201120804,0.0746199907877
101201120805,0.159765051395
101201120806,0.415842343379
101201120807,0.754547240228
101201120808,1.68959782111
101201120901,0.0266402867718
101201120902,0.477161174485
101201120903,0.523440673049
101201120904,0.895845038393
101201121001,0.0347246382263
101201121002,0.0256418674897
101201121003,0.063390475279
101201121004,0.140343673654
101201121101,0.926749231604
101201121102,0.0615145631068
101201121103,0.248203744308
101201121104,0.40622737147
101201121105,0.598205436318
101201130101,0.00628221891579
101201130102,0.00184459985993
101201130103,0.0219740634006
101201130104,0.0118707801852
101201130105,0.0
101201130201,0.0
101201130202,8.31531681357e-05
101201130203,0.00503571644511
101201130301,0.0
101201130302,0.0
101201130303,0.000115510121574
101201130304,0.000950570342205
101201130305,0.0104502300932
101201130306,0.0029345648473
101201130401,0.00166305348499
101201130402,0.00782629090595
101201130403,0.0366406691135
101201130404,0.00161075202626
101201130405,0.0026122991795
101201130406,0.0727246023138
101201130501,0.00455624514302
101201130502,0.00151686813547
101201130503,0.00360220479776
101201130504,0.0194621513944
101201130601,0.0086350412834
101201130602,0.0185593952324
101201130603,0.0042037698323
101201130604,0.0227157044946
101201130605,0.0114209660159
101201130606,0.0131543260103
101201130701,0.00260918398203
101201130702,0.00401409027607
101201130703,0.0044229910477
101201130704,0.0249441959549
101201130705,0.0368201916255
101201130801,0.112221189591
101201130802,0.0197315911167
101201130803,0.242808763448
101201130901,0.000825412040365
101201130902,0.00384165692333
101201130903,0.0161674522325
101201130904,0.0142544184256
101201130905,0.147392085428
101201131001,0.0247514474868
101201131002,0.00763997048938
101201131003,0.0423536877578
101201131004,0.0833116375944
101201131005,0.53364940188
101201131101,0.0639325526052
101201131102,0.0575529056506
101201131103,0.233802751441
101201131104,0.77379131262
101201131105,0.844926132235
101202010101,0.0
101202010102,0.0169112984017
101202010103,0.000410859847489
101202010104,0.0282527105922
101202010105,0.000304884850197
101202010106,0.00147407036852
101202010107,0.000150393529736
101202010201,0.000213307980156
101202010202,0.000233164774632
101202010203,0.00190918063731
101202010204,0.00105788263615
101202010205,0.335528490427
101202010301,0.0022254073627
101202010302,0.00146822263169
101202010303,0.114364545611
101202010304,0.00352770933552
101202010305,0.00369120791021
101202010401,1.40381181768
101202010402,3.03108091698
101202010403,3.30839939501
101202010404,0.67469237511
101202010405,0.000114450304724
101202010406,0.680158036797
101202010407,0.00897674821765
101202010408,0.00267188145421
101202010501,0.00336058657511
101202010502,0.0548107332027
101202010503,0.0156151590835
101202010504,5.33692089768
101202010505,2.78058384081
101202010506,0.0669257842387
101202010507,3.72152137548
101202010508,4.17616306108
101202010601,0.021926803014
101202010602,0.0485758763838
101202010603,1.56154299176
101202010604,0.835864848109
101202010605,0.00213283035293
101202010701,10.2471213543
101202010702,1.30235267683
101202010703,5.85917782436
101202010704,2.12513941907
101202010705,23.899237998
101202010706,8.06504522105
101202010707,22.2642139245
101202010801,18.4887479872
101202010802,6.19426350755
101202010803,4.07580301333
101202010804,15.556609057
101202010805,11.410677064
101202010806,16.0229722104
101202010901,14.0849148702
101202010902,14.0764055036
101202010903,27.6103508943
101202010904,12.5401836998
101202010905,14.0947818165
101202010906,35.1339453456
101202010907,19.8478358701
101202020101,10.4608248789
101202020102,14.5857534562
101202020103,4.91504817859
101202020104,4.41711150561
101202020105,9.02034120735
101202020106,1.9141786934
101202020107,17.2528420227
101202020108,10.8808821776
101202020109,2.50352307814
101202020110,0.235415800521
101202020201,0.394137371893
101202020202,1.09792701418
101202020203,0.0168065970379
101202020204,1.14962780851
101202020205,1.2263019343
101202020206,0.229730427153
101202020207,32.3190520739
101202020208,1.80813319612
101202020301,0.000919199218998
101202020302,0.000743853273522
101202020303,0.00974058121689
101202020304,0.0315972876248
101202020401,0.00256747303769
101202020402,0.00326683811775
101202020403,0.00279163845775
101202020404,0.00335356692109
101202020405,0.0080845437816
101202020406,0.0040573196722
101202020407,0.00191914516067
101202020408,0.00543416389013
101202020501,0.00421639957519
101202020502,0.00614303549923
101202020503,0.135816709047
101202020504,0.0137900329465
101202020601,0.0025652023293
101202020602,0.00152052711607
101202020603,0.0184659927786
101202020604,0.00664346502846
101202020605,0.0179882802
101202020701,47.9834621783
101202020702,35.1034060422
101202020703,6.76888578303
101202020704,2.43867492232
101202020705,0.236519238802
101202020706,0.0256785348276
101202020801,0.0499049382838
101202020802,0.171606680781
101202020803,0.000315492799753
101202020804,0.00648311083473
101202020805,0.0138160632543
101202020901,9.04960242033
101202020902,0.0147814250634
101202020903,0.00272493842687
101202020904,0.0202417463467
101202021001,0.000206359878314
101202021002,0.0
101202021003,0.000156825844899
101202021004,0.000356972870062
101202021101,0.0034961206928
101202021102,0.00419683257919
101202021201,0.0
101202021202,0.000108786553982
101202021203,0.0
101202021204,0.00473355243085
101202021205,0.000231568268531
101202021206,0.00160666767083
101202021207,0.00995843859506
101202021301,0.0287257984305
101202021302,0.00283219594811
101202021303,0.00657429207354
101202021304,0.00790802877502
101202021305,0.0186463171865
101202021401,0.638232058294
101202021402,0.1798002621
101202021403,1.13158609697
101202021404,1.81810515509
101202030101,16.8691287178
101202030102,10.9487305565
101202030103,7.43752057894
101202030104,2.18810539238
101202030105,25.9004222139
101202030201,33.2921951099
101202030202,35.1215495945
101202030203,41.5100911054
101202030204,13.890608521
101202030205,33.2252841265
101202030301,35.9765922671
101202030302,44.71365118
101202030303,37.1636474164
101202030304,28.5703915
101202030401,2.80525737863
101202030402,30.6494891
101202030403,23.899197008
101202030404,4.65494748862
101202030405,9.56439502802
101202030406,16.8390530808
101202030407,8.93729033094
101301010101,0.158492362404
101301010102,3.08253382863
101301010103,0.364198722072
101301010104,0.943829051772
101301010201,0.0881988475598
101301010202,0.062037037037
101301010203,0.0294872306863
101301010204,0.0276187644041
101301010301,0.0728604283221
101301010302,0.0430915228969
101301010303,0.0851946279805
101301010304,0.0605919097247
101301010305,0.0230397459608
101301010401,0.0371489736809
101301010402,0.0575275952481
101301010403,0.0915823685068
101301010501,0.0249670792731
101301010502,0.035130659814
101301010503,0.0129568962344
101301010504,0.0259959153971
101301010505,0.0199943058288
101301010506,0.0222389353723
101301010601,0.0392485824212
101301010602,0.021402875362
101301010603,0.0510733387061
101301010604,0.113997622873
101301010605,0.0322411871823
101301010606,0.0861727416799
101301010607,0.0162641818785
101301010608,0.298679259205
101301010609,0.412877749606
101301010701,0.0877823110274
101301010702,0.835612254248
101301010703,0.0527247367434
101301010704,0.580428044023
101301010705,1.24984121943
101301010801,0.0643225702717
101301010802,0.0338913059509
101301010803,0.0786221674298
101301010804,0.0512599684588
101301010805,0.183754108679
101301010806,0.34547321349
101301010901,0.122907829875
101301010902,0.0953723266644
101301010903,0.46476626867
101301011001,0.811293630737
101301011002,0.654449711165
101301011003,1.98119261909
101301011004,1.90157663419
101301011005,0.709099538266
101301020101,0.0452500274353
101301020102,1.3197986546
101301020103,0.200389666056
101301020104,0.842926977424
101301020105,0.0425328618374
101301020106,1.19447699083
101301020201,0.950274573922
101301020202,1.85546718845
101301020203,0.213965569432
101301020204,0.618827669636
101301020205,2.6133599132
101301020301,0.441041080126
101301020302,0.192436525729
101301020303,0.802026203534
101301020304,0.536270795907
101301020305,0.0568338950825
101301020306,0.13675719565
101301020307,0.594149992014
101301020401,0.28862925238
101301020402,0.013566140863
101301020403,0.199436412156
101301020404,0.00750045734496
101301020405,0.035353601681
101301020406,0.606290071304
101301020501,0.237944394357
101301020502,0.412065584376
101301020503,0.107232948866
101301020504,1.6459502889
101301020505,0.00761729090878
101301020506,0.331168388395
101301020601,0.164523543297
101301020602,0.0792731918705
101301020603,0.106013090361
101301020604,0.864697060588
101301020605,0.824072725949
101301020606,0.950652923827
101301020607,1.0273658605
101301020701,0.738627760252
101301020702,1.04407494108
101301020703,0.938067865752
101301020704,0.864540688967
101301020705,0.251705055837
101301020801,0.00769463264741
101301020802,0.00836241810341
101301020803,0.0096158150612
101301020804,0.00377051604318
101301020805,0.0139352655714
101301020806,0.00618331853084
101301020807,0.00534217137323
101301020901,0.00767038978801
101301020902,0.0154420921544
101301020903,0.00311805672249
101301020904,0.00933715262073
101301020905,0.0118208910558
101301020906,0.0450697181505
101301021001,0.0158345451608
101301021002,0.0101520897981
101301021003,0.00890290407744
101301021004,0.0156233547436
101301021005,0.0112907012029
101301021006,0.0128171371612
101301021007,0.0122716529474
101301021008,0.0200531907329
101301021101,0.0398404522379
101301021102,0.0559766763848
101301021103,0.0497489367904
101301021104,0.0676153052314
101301021105,0.103015867131
101301021201,0.629652061317
101301021202,0.563397037963
101301021203,0.385243965802
101301021204,0.0307388786355
101301021205,0.0748909224294
101301021301,0.00563923192234
101301021302,0.0166929368399
101301021303,0.00958281083307
101301021304,0.00459351302533
101301021305,0.00360659587674
101301021306,0.00344222685599
101301021307,0.156708099948
101301021401,0.0286100084267
101301021402,0.481645946636
101301021403,0.112904846176
101301021404,0.793923250702
101301021405,0.241666510696
101301021501,0.496936482035
101301021502,0.0403095101166
101301021503,0.130479210712
101301021504,0.237722490353
101301021505,0.144407915142
101301021506,0.0608002790404
101301021507,0.343472128534
101301021508,0.279679916044
101301021601,0.0790898642974
101301021602,0.00581154511562
101301021603,0.0247947438013
101301021604,0.0109825455972
101301021605,0.0163033498597
101301021606,0.0459596008952
101301021701,0.0298747022885
101301021702,0.0450172700524
101301021703,0.0441434662654
101301021704,0.085941876929
101301021705,0.0217877712837
101301021706,0.0929247239615
101301030101,0.0887267498369
101301030102,0.0295127295983
101301030103,0.0297574306175
101301030201,0.0942798816815
101301030202,0.0727391874181
101301030203,0.0552616712033
101301030204,0.0393781526503
101301030205,0.171210488506
101301030206,0.0350540955427
101301030301,0.133355759729
101301030302,0.0700153879974
101301030303,0.0248499909085
101301030304,0.0512782770375
101301030305,0.0433889118222
101301030306,0.043867705988
101301030307,0.0502602550021
101301030401,0.0350784469174
101301030402,0.029012902823
101301030403,0.0358575194593
101301030404,0.0687780545798
101301030405,0.0243082403023
101301030406,0.0206551498558
101301030501,0.00753033049784
101301030502,0.0118827295329
101301030503,0.0333440319532
101301030504,0.0579263414998
101301030505,0.0565172242539
101301030506,0.0538259705489
101301030601,0.0401366353544
101301030602,0.0274389579444
101301030603,0.0184006532512
101301030701,0.0141298244016
101301030702,0.0165131569917
101301030703,0.0140846397347
101301030704,0.0262277252573
101301030705,0.0174966923964
101301030706,0.00564047362756
101301030801,0.0249837345478
101301030802,0.0412934604642
101301030803,0.0561926865593
101301030804,0.0210003551175
101301030805,0.0253687270267
101301030901,0.0129659468169
101301030902,0.0101991825083
101301030903,0.0133967649857
101301030904,0.0238941548183
101301030905,0.0177315766761
101301031001,0.00691717765785
101301031002,0.0116891606106
101301031003,0.0372844045156
101301031004,0.0219681208329
101301031005,0.032075990167
101301031006,0.0742647805184
101301031007,0.127291806337
101301031101,0.0152498867583
101301031102,0.0199612035052
101301031103,0.0358748754345
101301031104,0.0220898862932
101301031105,0.0112221614337
101301031106,0.0255705184076
101301031107,0.0980763625765
101301031201,0.0698120408358
101301031202,0.0518616926804
101301031203,0.0226657520024
101301031301,0.0928730422113
101301031302,0.0377761511046
101301031303,0.0099848904558
101301031304,0.0258638806329
101301031401,0.0634981561956
101301031402,0.0443667254842
101301031403,0.0708321525778
101301031404,0.0248603443207
101301031405,0.156113367656
101301031406,0.0337738289377
101301031501,0.0545151338281
101301031502,0.0308910170378
101301031503,0.133718233723
101301031504,0.20113707077
101301031505,0.345216242761
101301040101,0.016893855809
101301040102,0.0279298643231
101301040103,0.0180158539515
101301040201,0.00631453297523
101301040202,0.0426490984743
101301040203,0.0261298385462
101301040204,0.0249673231574
101301040301,0.0152023572365
101301040302,0.00308039187666
101301040303,0.0125074449077
101301040304,0.016600842333
101301040305,0.00351670951157
101301040306,0.0202373979464
101301040401,0.0206571943009
101301040402,0.00959329000554
101301040403,0.01855097243
101301040404,0.0097779206515
101301040501,0.0087196670497
101301040502,0.0192966445793
101301040503,0.0341827028039
101301040504,0.010787645124
101301040505,0.190870098039
101301040601,0.0500154458045
101301040602,0.0409077293928
101301040603,0.0655334966389
101301040604,0.180898314257
101301040605,0.0499961989712
101301040606,0.245986052814
101301050101,0.00354138170099
101301050102,0.00927821409946
101301050103,0.00942218185946
101301050104,0.00866296406212
101301050105,0.00926526999115
101301050106,0.0217765883345
101301050107,0.0293489154895
101301050108,0.0125435177968
101301050201,0.0167273914863
101301050202,0.0539244645335
101301050203,0.0827573966968
101301050204,0.0174634078847
101301050205,0.0189833460324
101301050206,0.0130471865563
101301050207,0.0472754675838
101301050301,0.0360895683386
101301050302,0.00600229499515
101301050303,0.0250445156695
101301050304,0.0269339456023
101301050305,0.0303894317563
101301050306,0.0455224933014
101301050401,0.0356903859023
101301050402,0.0324220880675
101301050403,0.0066855141267
101301050404,0.0276131104907
101301050405,0.00947098200234
101301050406,0.238705240081
101301050501,0.00908159719047
101301050502,0.00847997753076
101301050503,0.0207973500532
101301050504,0.0481066270781
101301050601,0.0288710567656
101301050602,0.235474737808
101301050603,0.0123282313832
101301050604,0.0202262908866
101301050605,0.0905075792885
101301050701,0.0322343342473
101301050702,0.0155828039176
101301050703,0.00746413256839
101301050704,0.00528709750056
101301050705,0.042437376783
101301050801,0.0162173865974
101301050802,0.0424494739232
101301050803,0.0507009392386
101301050804,0.042347835846
101301050901,0.0235592532468
101301050902,0.0259348612786
101301050903,0.0802958907907
101301050904,0.183850308861
101301051001,0.071661664679
101301051002,0.0295534082815
101301051003,0.0041750635613
101301051004,0.0417502037939
101301051005,0.0708553729812
101301051101,0.00216660440792
101301051102,0.0280231696995
101301051103,0.00261861712077
101301051104,0.0288613404059
101301051105,0.0480616460121
101301051201,0.0537785505037
101301051202,0.0485216240071
101301051203,0.0243526600673
101301051301,0.00510160906201
101301051302,0.0205544775874
101301051303,0.0019018102416
101301051304,0.0624347953861
101301051401,0.960941958858
101301051402,0.87117934944
101301051403,0.085695369719
101301051404,0.0106777961462
101301051405,0.0842060116516
101301051406,0.0205620821704
101301051407,0.00846176254352
101301051408,0.216245062676
101301051501,0.0536981301666
101301051502,0.00467453546804
101301051503,0.0360390915486
101301051504,0.0714325015819
101301051505,0.127955192846
101301051601,0.0114367332881
101301051602,0.0402751024173
101301051603,0.187651797523
101301051604,0.261187619124
101301051605,0.0784743251079
101301051606,0.0791623170888
101301051607,0.0447129236108
101301051608,0.162603819975
101301051609,0.182550248401
101301051701,0.0254954445701
101301051702,0.0275289842255
101301051703,0.0149991968302
101301051704,0.00412863972186
101301051705,0.0544710327456
101301051706,0.00679778532128
101301051707,0.00677808996901
101301051708,0.00342916458136
101301051801,0.000892437197747
101301051802,0.00884193894707
101301051803,0.00965477152796
101301051804,0.00799973913894
101301051805,0.00505208277229
101301051806,0.00456105816549
101301051807,0.0847305740272
101301051901,0.0212177964553
101301051902,0.0201937100333
101301051903,0.00165615795015
101301051904,0.0491770573566
101301052001,0.162517185725
101301052002,0.0223978026077
101301052003,0.175392995464
101301052004,0.0216134466651
101301052005,0.0199521830705
101301052006,0.0464474040726
101301052007,0.364050028282
101301052008,0.180479355866
101301052009,0.692428479243
101301060101,0.0209237569061
101301060102,0.0255653165334
101301060103,0.0181798608588
101301060104,0.0128767099124
101301060201,0.00925843655039
101301060202,0.0100806710187
101301060203,0.0232461758722
101301060204,0.0288975989199
101301060205,0.135916617635
101301060301,0.0303768102627
101301060302,0.0284928573167
101301060303,0.0386052998605
101301060304,0.0541440511471
101301060305,0.0212871903398
101301060306,0.0245283973095
101301060307,0.0514920377823
101301060308,0.0213377987416
101301060309,0.0201712654615
101301060310,0.0224447671201
101301060311,0.00766790234779
101301060401,0.0216979764297
101301060402,0.0159308631963
101301060403,0.0318435579952
101301060404,0.0131922795348
101301060501,0.0227137922613
101301060502,0.0789739409154
101301060503,0.0385152727504
101301060504,0.0346035681561
101301060601,0.0752640225299
101301060602,0.046394810364
101301060603,0.0223126943738
101301060604,0.0571228903206
101301060605,0.0397678265193
101301060606,0.00646264176117
101301060607,0.0324293380137
101301060608,0.0715822623868
101302010101,0.186440835267
101302010102,0.12770284616
101302010103,0.113581331562
101302010104,0.116556018608
101302010105,0.132695331978
101302010106,0.0928271604938
101302010107,0.101393873838
101302010108,0.0181005541399
101302010109,0.0862139116898
101302010201,0.297791470507
101302010202,0.291845858335
101302010203,0.0604173000643
101302010301,0.401089409922
101302010302,0.113378515555
101302010303,0.0271192760544
101302010304,0.0523591310251
101302010305,0.267314835045
101302010306,0.126306559911
101302010307,0.020895643309
101302010401,0.0261213627928
101302010402,0.0364451734949
101302010403,0.0783181124139
101302010404,0.0745880015075
101302010405,0.0445928853755
101302010406,0.196368815234
101302010501,0.067778413341
101302010502,0.169271481535
101302010503,0.116789220721
101302010504,0.66013834151
101302010505,0.0128930748891
101302010506,0.404575339163
101302010507,0.00410704574011
101302010508,0.0486010262368
101302010601,0.103464467438
101302010602,0.225713004376
101302010603,0.305946045357
101302010604,0.462639765648
101302010605,0.456136682946
101302010606,0.960972710078
101302010701,0.0647726986102
101302010702,0.115490497617
101302010703,0.303700817127
101302010704,0.13339997452
101302010705,0.19315057379
101302010801,0.5549426353
101302010802,0.717241918406
101302010803,0.110348464927
101302010804,0.152017536392
101302010805,0.0214935895369
101302010806,0.0881583437607
101302010807,0.133466089332
101302010808,0.10708812652
101302010901,0.0404608192342
101302010902,0.055335824296
101302010903,0.0666677051044
101302010904,0.220590260563
101302010905,0.136211460604
101302010906,0.0660266092822
101302010907,0.138292485315
101302010908,0.18415156001
101302010909,0.165945251843
101302011001,0.072066593978
101302011002,0.0648301633689
101302011003,0.0754869604608
101302011004,0.2046868939
101302011005,0.158697746099
101302011006,0.298196252585
101302011101,0.0333704115684
101302011102,0.0761156161385
101302011103,0.190986283475
101302011104,0.0562577346777
101302011105,0.0694155338751
101302011106,0.0730789187209
101302011107,0.154992769153
101302020101,0.0115097352231
101302020102,0.0118043844857
101302020103,0.0183099766433
101302020104,0.0224184955775
101302020105,0.0586072377158
101302020106,0.0919064575113
101302020107,0.118656357765
101302020201,0.0494254895857
101302020202,0.00762445806548
101302020203,0.0379394361295
101302020204,0.0204238616976
101302020205,0.00796681492131
101302020206,0.0273686954255
101302020207,0.0562314213366
101302020208,0.0588127448521
101302020209,0.0321001295435
101302020210,0.134391254923
101302020301,0.00777903043968
101302020302,0.0424531581326
101302020303,0.0282976903336
101302020304,0.138024883359
101302020305,0.0628417198369
101302020306,0.173250219452
101302020307,0.415504265898
101302020401,0.0175631828059
101302020402,0.0216845221122
101302020403,0.0179029338562
101302020404,0.0312988654889
101302020405,0.0218108850857
101302020406,0.0924895149778
101302020407,0.101307941452
101302020408,0.241011095353
101302020501,0.108205222433
101302020502,0.208091523166
101302020503,0.120107118947
101302020504,0.711981698056
101302020505,0.0697713823936
101302020506,0.0213894821143
101302020507,0.28527364758
101302020508,0.449192797268
101302020509,0.0375257905596
101302020510,0.0144893366199
101302020511,0.0536194112775
101302020601,0.0424318754294
101302020602,0.0324950501928
101302020603,0.0392126405537
101302020604,0.0419924389219
101302020605,0.0296461492715
101302020606,0.197710072093
101302020607,0.0848574196538
101302020608,0.0492511273608
101302020609,0.0185085807533
101302020610,0.215347383414
101302030101,0.173931936451
101302030102,0.0139613749972
101302030103,0.0335577010538
101302030104,0.0571403286233
101302030105,0.477258249459
101302030106,0.845976267847
101302030107,0.855780540325
101302030108,0.141879838301
101302030109,1.16200506052
101302030201,0.0244990020421
101302030202,0.031554530731
101302030203,0.0328479775883
101302030204,0.0390054885193
101302030205,0.110432296047
101302030206,0.292396453298
101302030301,0.0863625790353
101302030302,0.0564859126564
101302030303,0.112916520448
101302030304,0.0234237074401
101302030305,0.249581089168
101302030401,0.319543752128
101302030402,0.0182472872366
101302030403,0.0340858369638
101302030404,0.0618076345962
101302030405,0.379514617323
101302030501,0.0200533428873
101302030502,0.0576812079912
101302030503,0.0210907573296
101302030504,0.0247649878603
101302030505,0.040833743929
101302030506,0.0340074862896
101302030507,0.304816464224
101302030601,0.815131623699
101302030602,0.200936053096
101302030603,1.68162816713
101302030604,2.03714693922
101302030605,0.997462060393
101302030606,0.107722702555
101302030607,0.998904034026
101302040101,0.0199786432046
101302040102,0.00167552175574
101302040103,0.0137440139749
101302040104,0.110849429671
101302040105,0.00284908483942
101302040106,0.00737271703778
101302040201,0.0382919115313
101302040202,0.0111495578624
101302040203,0.0193620008489
101302040204,0.00449656005212
101302040205,0.0298644965644
101302040206,0.0531377595449
101302040207,0.0374115100901
101302040208,0.0852332905959
101302040209,0.0225506628066
101302040301,0.0138698142855
101302040302,0.0277262725902
101302040303,0.0231316955921
101302040304,0.0380386661967
101302040305,0.0406827320026
101302040401,0.0393942793045
101302040402,0.0362696912413
101302040403,0.047251517567
101302040404,0.0700152901709
101302040405,0.021830289669
101302040406,0.0839384085408
101302040407,0.0286967448829
101302040408,0.134028999217
101302040501,0.0446180939276
101302040502,0.0355846381553
101302040503,0.0413828164718
101302040504,0.0392805641704
101302040505,0.0150217446917
101302040506,0.0146392926832
101302040507,0.0228484026617
101302040601,0.0535738322789
101302040602,0.163510574957
101302040603,0.0279612505504
101302040604,0.358383100538
101302040605,0.202608639781
101302040606,0.0805525069459
101302040607,0.428291492587
101302040701,0.0989511580151
101302040702,0.196251611878
101302040703,0.0824485645116
101302040704,0.104333397701
101302040705,0.122280027143
101302050101,0.00236375574524
101302050102,0.00582995951417
101302050103,0.00241971938346
101302050104,0.0230441111505
101302050105,0.0131445904954
101302050201,0.010416234386
101302050202,0.0145905757568
101302050203,0.0145503037487
101302050204,0.0248057302955
101302050205,0.102431914817
101302050301,0.0303393394072
101302050302,0.026982642137
101302050303,0.0124883940745
101302050304,0.0140252958367
101302050401,0.0200059390913
101302050402,0.0080305566053
